ProKey,ProName,PrimaryServiceCategory,HomeAreaKey,JoinDate,SkillTier,IsBackgroundVerified,IsActive,AvgRating,LifetimeJobs,LanguagesSpoken,OnboardingChannel,ChurnedDate
673,Meena Sundaram,Deep Cleaning,15,2026-06-18,Gold,1,1,4.31,8,Tamil|Kannada|English,Field Recruiter,
674,Basavaraj Swamy,Appliance Repair,7,2024-09-29,Silver,1,1,4.36,18,Kannada|English|Hindi,Job Portal,
675,Girish Naik,Appliance Repair,20,2024-08-08,Gold,1,0,4.26,18,Kannada|English|Hindi|Tamil,Partner Agency,2025-06-09
676,Umesh Bhat,Appliance Repair,15,2024-07-25,Gold,1,1,4.25,79,Kannada|English,Field Recruiter,
677,Sai Chowdary,Painter,1,2026-04-04,Gold,1,1,4.34,27,Telugu|Kannada,Field Recruiter,
678,Sunil Chauhan,Electrician,11,2024-07-22,Bronze,1,0,3.83,23,Hindi|English,Field Recruiter,2025-08-18
679,Vinay Poojary,Electrician,7,2026-04-03,Platinum,1,1,4.38,78,Kannada|English|Hindi|Tamil,Walk In,
680,Pankaj Joshi,Carpenter,5,2025-07-27,Bronze,1,1,3.95,6,Hindi|English|Kannada|Urdu,Online Signup,
681,Nagaraj Desai,Appliance Repair,4,2025-06-14,Bronze,1,1,4.17,21,Kannada|English|Hindi,Online Signup,
682,Suresh Murthy,Plumber,20,2024-06-25,Platinum,1,0,4.47,61,Kannada|English|Hindi|Tamil,Walk In,2025-03-15
683,Sowmya Murthy,Deep Cleaning,11,2025-06-23,Bronze,1,1,4.03,6,Kannada|English,Job Portal,
684,Tanveer Khan,Deep Cleaning,6,2025-04-22,Silver,1,1,4.04,64,Urdu|Hindi|Kannada,Partner Agency,
685,Padma Rao,Appliance Repair,9,2026-07-03,Silver,1,1,4.29,9,Kannada|English|Hindi,Online Signup,
686,Sunil Gupta,Pest Control,2,2026-07-22,Bronze,0,1,4.14,2,Hindi|English,Online Signup,
687,Yogesh Bhat,Pest Control,11,2024-11-23,Gold,1,1,4.21,252,Kannada|English|Hindi,Partner Agency,
688,Madhavi Chowdary,Deep Cleaning,7,2025-12-19,Bronze,1,1,4.02,15,Telugu|Kannada,Job Portal,
689,Tanveer Ansari,Electrician,13,2024-08-20,Silver,1,1,4.24,117,Urdu|Hindi,Walk In,
690,Naveen Bhat,AC Service,2,2024-10-11,Silver,1,1,4.29,117,Kannada|English,Job Portal,
691,Venkat Prasad,Deep Cleaning,6,2024-07-27,Silver,0,1,4.12,109,Telugu|Kannada|English,Field Recruiter,
692,Amit Gupta,Carpenter,16,2024-07-12,Bronze,1,1,4.08,33,Hindi|English|Kannada,Field Recruiter,
693,Kiran Chauhan,Carpenter,9,2024-11-04,Gold,1,1,4.30,100,Hindi|English,Job Portal,
694,Javed Pasha,Pest Control,9,2024-09-22,Bronze,0,1,4.07,15,Urdu|Hindi|Kannada|English,Referral by Pro,
695,Shabbir Qureshi,Carpenter,5,2025-05-21,Gold,1,0,4.25,108,Urdu|Hindi,Online Signup,2026-03-06
696,Sathish Sundaram,Painter,20,2025-07-07,Silver,1,1,4.30,6,Tamil|Kannada|English|Telugu,Walk In,
697,Ganesh Poojary,Appliance Repair,6,2024-06-10,Silver,1,0,4.32,0,Kannada|English|Hindi,Walk In,2024-08-24
698,Ravi Achar,Painter,6,2025-07-17,Gold,1,1,4.50,39,Kannada|English|Hindi|Tamil,Online Signup,
699,Lokesh Bhat,Plumber,4,2026-07-10,Bronze,1,1,3.95,5,Kannada|English,Walk In,
700,Sathish Iyer,Painter,17,2025-05-20,Gold,1,1,4.44,60,Tamil|Kannada,Referral by Pro,
701,Mahadev Achar,Plumber,4,2024-10-20,Platinum,1,1,4.42,357,Kannada|English|Hindi|Tamil,Field Recruiter,
702,Rajkumar Sharma,AC Service,3,2026-06-16,Gold,1,1,4.41,29,Hindi|English,Referral by Pro,
703,Murugan Chettiar,Pest Control,4,2024-12-29,Silver,1,1,4.20,61,Tamil|Kannada|English,Partner Agency,
704,Chandrashekar Poojary,Appliance Repair,8,2025-09-02,Bronze,0,1,4.15,34,Kannada|English,Online Signup,
705,Lokesh Patil,Plumber,20,2024-08-28,Gold,1,0,4.48,37,Kannada|English,Field Recruiter,2025-07-06
706,Dharmendra Singh,Painter,11,2025-04-25,Bronze,1,1,4.03,15,Hindi|English|Kannada|Urdu,Referral by Pro,
707,Venkat Reddy,Plumber,18,2025-07-24,Silver,1,0,4.40,30,Telugu|Kannada|English,Field Recruiter,2026-05-15
708,Arun Velu,Appliance Repair,11,2025-05-10,Platinum,1,0,4.56,18,Tamil|Kannada|English,Field Recruiter,2025-07-27
709,Tanveer Ansari,AC Service,1,2024-10-05,Bronze,1,0,4.02,16,Urdu|Hindi|Kannada,Referral by Pro,2025-11-20
710,Rohit Chauhan,Painter,8,2025-11-12,Silver,1,1,4.24,34,Hindi|English|Kannada|Urdu,Referral by Pro,
711,Uma Raman,Deep Cleaning,7,2025-07-28,Silver,1,0,4.17,10,Tamil|Kannada|English|Telugu,Field Recruiter,2026-02-22
712,Sudhakar Varma,Plumber,5,2026-03-31,Silver,1,1,4.18,23,Telugu|Kannada,Referral by Pro,
713,Chandra Chowdary,Appliance Repair,11,2024-10-08,Silver,1,1,4.15,39,Telugu|Kannada|English,Walk In,
714,Imran Ansari,Pest Control,18,2025-07-11,Bronze,1,1,3.96,10,Urdu|Hindi,Field Recruiter,
715,Prabhu Subramanian,Painter,11,2025-03-30,Gold,1,0,4.38,37,Tamil|Kannada,Partner Agency,2025-09-20
716,Mallikarjun Poojary,Appliance Repair,3,2024-08-10,Bronze,1,1,3.71,14,Kannada|English,Field Recruiter,
717,Srinu Chowdary,Carpenter,4,2024-07-23,Silver,1,1,4.05,42,Telugu|Kannada|English,Job Portal,
718,Srinu Varma,Appliance Repair,5,2024-11-17,Silver,1,0,4.35,7,Telugu|Kannada|English,Online Signup,2025-09-08
719,Vikas Singh,Plumber,5,2024-07-26,Bronze,1,0,4.16,3,Hindi|English,Referral by Pro,2025-07-03
720,Dinesh Chettiar,Plumber,7,2024-12-31,Gold,0,0,4.39,68,Tamil|Kannada|English,Partner Agency,2026-02-04
721,Vinay Patil,AC Service,8,2024-09-29,Bronze,0,0,4.05,0,Kannada|English,Referral by Pro,2024-12-09
722,Amit Singh,Electrician,12,2025-01-31,Silver,1,0,4.45,35,Hindi|English|Kannada|Urdu,Walk In,2025-09-23
723,Ayesha Ahmed,Deep Cleaning,1,2025-09-29,Gold,1,1,4.45,82,Urdu|Hindi|Kannada|English,Online Signup,
724,Muthu Pillai,AC Service,2,2025-08-19,Bronze,1,0,4.05,33,Tamil|Kannada|English,Referral by Pro,2026-05-15
725,Pankaj Sharma,AC Service,5,2025-12-23,Silver,1,1,4.12,24,Hindi|English,Field Recruiter,
726,Prakash Gouda,Appliance Repair,6,2025-12-22,Silver,1,1,4.23,57,Kannada|English|Hindi|Tamil,Referral by Pro,
727,Rajkumar Sharma,AC Service,1,2025-09-15,Bronze,1,1,4.14,5,Hindi|English,Online Signup,
728,Anjali Mishra,Deep Cleaning,8,2025-04-27,Bronze,1,1,4.02,19,Hindi|English,Walk In,
729,Ravi Naik,AC Service,16,2024-10-04,Bronze,0,1,4.03,14,Kannada|English|Hindi,Walk In,
730,Javed Ahmed,Painter,15,2024-12-11,Bronze,1,1,4.05,2,Urdu|Hindi|Kannada|English,Online Signup,
731,Praveen Chowdary,Plumber,10,2024-06-02,Silver,1,1,4.33,105,Telugu|Kannada|English,Referral by Pro,
732,Anand Natarajan,Carpenter,13,2025-09-26,Gold,1,1,4.11,41,Tamil|Kannada,Online Signup,
733,Suresh Murthy,AC Service,4,2024-06-17,Bronze,1,1,4.10,9,Kannada|English,Partner Agency,
734,Rajkumar Pandey,Electrician,3,2025-12-23,Bronze,1,1,4.15,12,Hindi|English|Kannada,Partner Agency,
735,Sai Prasad,Pest Control,15,2025-05-12,Silver,1,1,4.28,34,Telugu|Kannada,Partner Agency,
736,Ajay Joshi,Carpenter,4,2024-07-01,Silver,0,1,4.47,13,Hindi|English|Kannada,Referral by Pro,
737,Ramakrishna Naidu,AC Service,5,2024-09-02,Bronze,1,1,3.97,17,Telugu|Kannada|English,Walk In,
738,Kavitha Kulkarni,Deep Cleaning,11,2026-02-07,Bronze,1,1,4.09,28,Kannada|English|Hindi,Partner Agency,
739,Lakshmi Gowda,Deep Cleaning,9,2024-09-06,Bronze,1,1,3.96,46,Kannada|English|Hindi|Tamil,Referral by Pro,
740,Sudhakar Reddy,Plumber,6,2024-08-25,Bronze,1,0,3.93,3,Telugu|Kannada|English|Hindi,Referral by Pro,2025-06-27
741,Uma Velu,AC Service,1,2024-06-10,Bronze,0,1,3.96,13,Tamil|Kannada|English,Job Portal,
742,Sai Rao,Appliance Repair,4,2025-08-25,Bronze,1,1,4.10,23,Telugu|Kannada|English|Hindi,Field Recruiter,
743,Deepak Mishra,Pest Control,2,2025-08-20,Gold,1,0,4.39,21,Hindi|English|Kannada,Online Signup,2025-12-06
744,Dinesh Natarajan,Pest Control,16,2025-06-19,Bronze,1,1,4.03,11,Tamil|Kannada|English,Field Recruiter,
745,Vijaya Kulkarni,Deep Cleaning,3,2025-08-13,Gold,1,1,4.29,129,Kannada|English,Field Recruiter,
746,Sirisha Chowdary,Carpenter,8,2025-05-13,Silver,1,1,4.37,29,Telugu|Kannada,Referral by Pro,
747,Yogesh Naik,Carpenter,10,2025-08-14,Gold,1,1,4.51,102,Kannada|English|Hindi,Partner Agency,
748,Bala Chettiar,AC Service,3,2024-09-19,Bronze,1,0,3.95,8,Tamil|Kannada|English|Telugu,Online Signup,2025-07-19
749,Riyaz Khan,AC Service,1,2025-05-05,Silver,1,1,4.16,21,Urdu|Hindi|Kannada,Referral by Pro,
750,Murugan Pillai,AC Service,12,2025-05-18,Bronze,1,1,4.04,46,Tamil|Kannada|English,Referral by Pro,
751,Savitha Rao,Deep Cleaning,12,2026-05-13,Silver,1,1,4.02,34,Kannada|English|Hindi|Tamil,Online Signup,
752,Dinesh Natarajan,Painter,3,2026-01-29,Platinum,1,0,4.64,49,Tamil|Kannada,Referral by Pro,2026-04-08
753,Rambabu Yadav,Painter,4,2026-02-25,Bronze,1,1,3.85,4,Telugu|Kannada,Walk In,
754,Chandra Reddy,Pest Control,6,2024-12-02,Bronze,1,1,4.29,27,Telugu|Kannada,Field Recruiter,
755,Firoz Ahmed,Electrician,16,2024-06-07,Silver,0,1,4.10,33,Urdu|Hindi,Field Recruiter,
756,Rafiq Shariff,Appliance Repair,5,2026-02-11,Silver,1,1,4.44,46,Urdu|Hindi|Kannada|English,Job Portal,
757,Naveen Desai,Appliance Repair,1,2026-01-03,Gold,0,1,4.09,35,Kannada|English,Referral by Pro,
758,Ganesh Rao,Pest Control,6,2026-04-27,Gold,1,1,4.23,62,Kannada|English|Hindi,Referral by Pro,
759,Muthu Chettiar,Painter,11,2026-05-24,Silver,1,1,4.38,6,Tamil|Kannada|English,Referral by Pro,
760,Dharmendra Joshi,Deep Cleaning,13,2026-05-08,Gold,1,1,4.52,21,Hindi|English,Walk In,
761,Swapna Reddy,Deep Cleaning,3,2024-11-04,Bronze,1,1,4.08,29,Telugu|Kannada|English|Hindi,Walk In,
762,Praveen Varma,Plumber,8,2024-08-15,Bronze,1,0,4.05,0,Telugu|Kannada,Field Recruiter,2025-03-11
763,Nagendra Prasad,Plumber,2,2025-12-03,Bronze,1,1,3.89,12,Telugu|Kannada|English,Field Recruiter,
764,Sanjay Joshi,Painter,13,2026-03-22,Silver,1,1,4.15,14,Hindi|English,Job Portal,
765,Nagaraj Desai,Pest Control,13,2026-06-01,Gold,1,1,4.61,18,Kannada|English|Hindi|Tamil,Field Recruiter,
766,Bhaskar Reddy,Pest Control,9,2024-11-20,Silver,1,1,4.21,60,Telugu|Kannada,Partner Agency,
767,Sudhakar Naidu,Pest Control,5,2026-07-04,Gold,1,1,4.49,9,Telugu|Kannada|English|Hindi,Online Signup,
768,Ravi Murthy,Electrician,18,2025-10-19,Bronze,0,1,3.80,9,Kannada|English,Walk In,
769,Chandrashekar Poojary,Plumber,9,2025-07-03,Platinum,1,1,4.39,470,Kannada|English|Hindi,Field Recruiter,
770,Irfan Baig,AC Service,11,2024-11-02,Bronze,1,1,3.93,32,Urdu|Hindi|Kannada|English,Referral by Pro,
771,Srinu Yadav,Painter,12,2025-03-22,Gold,1,1,4.40,77,Telugu|Kannada|English|Hindi,Referral by Pro,
772,Sudhakar Prasad,AC Service,9,2025-05-18,Gold,1,0,4.33,97,Telugu|Kannada|English,Field Recruiter,2026-07-10
773,Sandeep Gupta,Carpenter,6,2026-06-03,Platinum,1,1,4.48,42,Hindi|English|Kannada,Field Recruiter,
774,Ajay Pandey,Plumber,5,2025-09-23,Silver,1,1,4.10,57,Hindi|English|Kannada,Referral by Pro,
775,Ganesh Patil,Appliance Repair,15,2024-10-01,Bronze,1,1,4.07,15,Kannada|English,Referral by Pro,
776,Basavaraj Kumar,Painter,1,2025-06-08,Bronze,1,1,4.03,16,Kannada|English|Hindi,Field Recruiter,
777,Umesh Rao,Appliance Repair,1,2024-10-24,Bronze,0,1,4.12,8,Kannada|English|Hindi|Tamil,Partner Agency,
778,Sudhakar Naidu,Appliance Repair,7,2025-06-28,Silver,1,1,4.06,26,Telugu|Kannada|English|Hindi,Online Signup,
779,Arun Nadar,Appliance Repair,9,2024-06-30,Platinum,1,1,4.33,163,Tamil|Kannada,Referral by Pro,
780,Praveen Yadav,Painter,14,2026-02-03,Silver,1,1,4.03,16,Telugu|Kannada,Referral by Pro,
781,Zareena Sait,Pest Control,12,2026-06-07,Bronze,1,1,4.13,4,Urdu|Hindi,Walk In,
782,Sunil Yadav,Appliance Repair,14,2024-07-21,Bronze,0,1,4.19,46,Hindi|English|Kannada,Walk In,
783,Rukhsana Pasha,Appliance Repair,20,2026-05-02,Bronze,1,1,4.16,1,Urdu|Hindi|Kannada,Referral by Pro,
784,Harish Shetty,Appliance Repair,5,2026-07-04,Bronze,1,1,4.16,1,Kannada|English,Partner Agency,
785,Saravanan Sundaram,Pest Control,1,2024-06-10,Gold,1,1,4.34,116,Tamil|Kannada,Field Recruiter,
786,Mohammed Hussain,Appliance Repair,11,2025-05-04,Silver,1,1,4.11,102,Urdu|Hindi,Online Signup,
787,Basavaraj Murthy,Appliance Repair,7,2024-08-02,Silver,1,1,4.38,21,Kannada|English,Walk In,
788,Sunita Mishra,Deep Cleaning,12,2025-11-28,Bronze,1,1,4.04,1,Hindi|English|Kannada,Job Portal,
789,Nasreen Ahmed,Deep Cleaning,2,2026-07-15,Silver,1,1,3.97,10,Urdu|Hindi|Kannada|English,Walk In,
790,Srinivas Rao,AC Service,3,2024-06-11,Bronze,1,0,4.05,0,Kannada|English|Hindi|Tamil,Partner Agency,2025-02-18
791,Karthik Subramanian,Plumber,5,2026-03-15,Silver,0,1,4.23,6,Tamil|Kannada|English,Field Recruiter,
792,Nadeem Pasha,Electrician,5,2025-12-10,Gold,1,1,4.28,110,Urdu|Hindi|Kannada,Online Signup,
793,Selvam Natarajan,Carpenter,16,2025-04-04,Bronze,0,0,3.74,7,Tamil|Kannada|English,Online Signup,2026-05-04
794,Basavaraj Bhat,Carpenter,10,2024-11-20,Platinum,1,1,4.38,443,Kannada|English,Job Portal,
795,Senthil Velu,Electrician,1,2024-11-16,Bronze,1,1,3.90,21,Tamil|Kannada,Job Portal,
796,Wasim Sait,Plumber,9,2025-04-16,Gold,1,1,4.30,131,Urdu|Hindi|Kannada|English,Field Recruiter,
797,Padma Poojary,Pest Control,11,2024-12-24,Silver,0,1,4.38,43,Kannada|English,Referral by Pro,
798,Pankaj Verma,Painter,20,2025-12-31,Gold,1,1,4.24,31,Hindi|English|Kannada,Partner Agency,
799,Bhaskar Prasad,Pest Control,3,2025-12-17,Bronze,1,1,3.97,20,Telugu|Kannada,Field Recruiter,
800,Dharmendra Gupta,Pest Control,5,2026-01-21,Silver,1,1,4.23,21,Hindi|English|Kannada,Walk In,
801,Prabhu Natarajan,Plumber,15,2024-07-14,Silver,1,1,4.04,52,Tamil|Kannada,Field Recruiter,
802,Praveen Naidu,AC Service,5,2025-01-31,Bronze,0,1,4.28,5,Telugu|Kannada|English,Job Portal,
803,Saravanan Nadar,AC Service,8,2024-11-28,Gold,1,1,4.34,197,Tamil|Kannada,Field Recruiter,
804,Padma Shetty,Deep Cleaning,10,2024-11-12,Bronze,1,1,3.98,29,Kannada|English,Online Signup,
805,Umesh Poojary,Carpenter,1,2024-09-06,Bronze,1,0,4.05,0,Kannada|English|Hindi|Tamil,Field Recruiter,2024-11-28
806,Praveen Chowdary,Appliance Repair,5,2024-07-12,Silver,1,1,4.09,30,Telugu|Kannada|English,Field Recruiter,
807,Altaf Sait,Appliance Repair,7,2025-11-29,Gold,1,0,4.44,31,Urdu|Hindi|Kannada,Referral by Pro,2026-04-13
808,Shobha Achar,Deep Cleaning,5,2025-03-04,Silver,1,0,4.06,31,Kannada|English|Hindi|Tamil,Field Recruiter,2025-11-17
809,Selvam Pillai,AC Service,15,2024-10-30,Silver,1,0,3.97,8,Tamil|Kannada,Walk In,2025-12-20
810,Rajkumar Gupta,Appliance Repair,6,2025-03-12,Gold,1,1,4.36,172,Hindi|English|Kannada|Urdu,Field Recruiter,
811,Kiran Mishra,Deep Cleaning,16,2026-02-04,Bronze,1,1,3.91,15,Hindi|English|Kannada,Field Recruiter,
812,Riyaz Sheikh,AC Service,11,2024-06-23,Bronze,1,1,4.10,42,Urdu|Hindi|Kannada,Online Signup,
813,Shankar Kulkarni,Appliance Repair,1,2024-06-01,Bronze,1,1,3.82,25,Kannada|English|Hindi,Field Recruiter,
814,Chandra Naidu,Electrician,12,2026-07-13,Bronze,0,1,3.78,7,Telugu|Kannada|English,Online Signup,
815,Deepak Verma,AC Service,3,2026-06-30,Gold,1,1,4.29,16,Hindi|English,Field Recruiter,
816,Srinu Chowdary,Plumber,14,2025-09-18,Bronze,0,1,4.04,8,Telugu|Kannada|English,Walk In,
817,Nagendra Chowdary,AC Service,6,2025-04-09,Platinum,1,1,4.47,384,Telugu|Kannada|English|Hindi,Field Recruiter,
818,Vikas Pandey,Appliance Repair,20,2024-12-30,Silver,1,1,4.28,29,Hindi|English|Kannada,Partner Agency,
819,Jayanthi Shetty,Electrician,3,2024-10-08,Silver,1,1,4.24,74,Kannada|English|Hindi|Tamil,Walk In,
820,Mohammed Ahmed,Appliance Repair,13,2025-08-22,Bronze,0,1,4.18,13,Urdu|Hindi|Kannada|English,Field Recruiter,
821,Firoz Sheikh,AC Service,4,2025-07-18,Bronze,1,1,3.97,20,Urdu|Hindi,Online Signup,
822,Wasim Qureshi,Carpenter,7,2024-06-04,Platinum,1,1,4.26,134,Urdu|Hindi|Kannada,Partner Agency,
823,Praveen Reddy,Electrician,13,2024-11-02,Gold,1,1,4.40,66,Telugu|Kannada|English|Hindi,Online Signup,
824,Sanjay Gupta,Appliance Repair,3,2025-10-31,Bronze,1,1,4.03,6,Hindi|English|Kannada|Urdu,Field Recruiter,
825,Muthu Chettiar,Deep Cleaning,1,2024-07-02,Silver,1,1,4.06,76,Tamil|Kannada,Referral by Pro,
826,Murugan Natarajan,Plumber,4,2026-07-27,Gold,1,1,4.17,9,Tamil|Kannada|English|Telugu,Online Signup,
827,Nagendra Reddy,Appliance Repair,1,2025-12-01,Silver,1,1,4.45,18,Telugu|Kannada|English,Partner Agency,
828,Shivakumar Gouda,Plumber,14,2024-10-13,Bronze,0,1,3.92,64,Kannada|English,Referral by Pro,
829,Rajesh Krishnan,Pest Control,15,2025-08-22,Bronze,1,1,3.77,12,Tamil|Kannada,Referral by Pro,
830,Nagendra Yadav,Plumber,12,2026-02-11,Silver,1,1,4.14,40,Telugu|Kannada|English|Hindi,Partner Agency,
831,Mallikarjun Shetty,AC Service,17,2025-07-12,Gold,1,1,4.32,80,Kannada|English|Hindi|Tamil,Partner Agency,
832,Meera Verma,Deep Cleaning,12,2026-05-28,Gold,1,1,4.40,15,Hindi|English|Kannada,Referral by Pro,
833,Sameer Qureshi,Electrician,11,2025-06-17,Bronze,1,1,3.87,54,Urdu|Hindi|Kannada,Partner Agency,
834,Wasim Hussain,Painter,14,2026-07-30,Gold,1,1,4.64,2,Urdu|Hindi|Kannada,Job Portal,
835,Shankar Poojary,Electrician,8,2025-12-11,Bronze,0,1,3.85,29,Kannada|English|Hindi,Online Signup,
836,Rakesh Gupta,Carpenter,11,2025-06-17,Silver,1,1,4.25,28,Hindi|English|Kannada,Job Portal,
837,Savitha Gouda,Plumber,6,2025-04-07,Silver,1,1,4.28,105,Kannada|English|Hindi|Tamil,Partner Agency,
838,Bhagya Kulkarni,Deep Cleaning,13,2026-07-04,Silver,1,1,4.32,8,Kannada|English|Hindi,Field Recruiter,
839,Venkatesh Kumar,Appliance Repair,4,2024-08-13,Silver,1,1,4.27,42,Kannada|English|Hindi|Tamil,Walk In,
840,Javed Khan,Plumber,2,2026-04-26,Silver,1,1,4.40,29,Urdu|Hindi|Kannada|English,Field Recruiter,
841,Chandra Naidu,Plumber,3,2024-08-07,Silver,1,1,4.10,75,Telugu|Kannada,Referral by Pro,
842,Bala Pillai,Carpenter,5,2026-03-31,Silver,1,1,4.24,8,Tamil|Kannada|English,Field Recruiter,
843,Suresh Naik,Carpenter,4,2025-06-02,Bronze,0,1,4.17,13,Kannada|English,Field Recruiter,
844,Sanjay Mishra,Electrician,2,2024-11-07,Bronze,1,1,3.98,45,Hindi|English|Kannada,Online Signup,
845,Mahadev Rao,Painter,2,2026-05-29,Silver,1,1,3.90,12,Kannada|English|Hindi|Tamil,Field Recruiter,
846,Bhaskar Reddy,Deep Cleaning,5,2024-10-23,Silver,1,1,4.17,23,Telugu|Kannada,Referral by Pro,
847,Chandrashekar Bhat,AC Service,7,2026-01-29,Silver,1,1,4.24,24,Kannada|English|Hindi,Online Signup,
848,Sirisha Varma,Plumber,2,2024-10-16,Silver,1,1,4.19,146,Telugu|Kannada,Field Recruiter,
849,Uma Sundaram,Deep Cleaning,2,2026-02-02,Gold,1,1,4.30,34,Tamil|Kannada|English|Telugu,Job Portal,
850,Rafiq Hussain,Electrician,7,2025-07-08,Gold,1,1,4.22,107,Urdu|Hindi|Kannada|English,Field Recruiter,
